Kilometrage_parcourus,Sexe,Carburant,Zone,Exposition,age_du_conducteur,age_du_vehicule,ancienpermis,nbre_sinistre,charge_totale
2796,Women,diesel,Tanger-Tetouan-AlHoceima,0.212,58.09,9.7,29.27,0,0
9792,Women,diesel,Tanger-Tetouan-AlHoceima,0.6627,26.5,9.12,3.51,0,0
7909,Women,diesel,Casablanca-Settat,0.1952,34.95,21.15,12.17,0,0
5415,Man,diesel,Oriental,0.6576,29.52,9.68,4.13,3,4716.79
6147,Women,essence,Marrakech-Safi,0.6634,61.54,8.63,39.54,0,0
7322,Man,diesel,Marrakech-Safi,0.1269,26.77,4.16,0.88,0,0
5720,Women,essence,Tanger-Tetouan-AlHoceima,0.6769,63.17,4.1,4.62,0,0
8222,Man,diesel,Casablanca-Settat,0.2993,32.12,17.5,10.62,0,0
6327,Man,essence,Casablanca-Settat,0.0234,27.59,13.72,8.27,0,0
3534,Man,diesel,Marrakech-Safi,0.8676,54.46,6.46,9.66,0,0
9340,Women,essence,Casablanca-Settat,0.0575,28.34,8.25,9.05,0,0
100,Man,diesel,Tanger-Tetouan-AlHoceima,0.4559,29.73,11.89,6.4,0,0
7686,Women,diesel,Tanger-Tetouan-AlHoceima,0.4789,20.35,20.31,0.97,1,2317.14
1215,Man,diesel,Laayoune-SakiaElHamra,0.2692,63.14,15.82,13.93,0,0
3723,Women,diesel,Marrakech-Safi,0.4229,59.63,11.84,26.05,1,1452.45
7539,Man,diesel,Draa-Tafilalet,0.6288,49.83,18.11,2.29,0,0
1662,Women,diesel,Tanger-Tetouan-AlHoceima,0.5261,49.06,14.25,22.21,1,1403.59
4911,Women,essence,Marrakech-Safi,0.7659,60.59,14.86,33.29,1,632.67
356,Women,diesel,Tanger-Tetouan-AlHoceima,0.4272,68.81,4.5,23,1,1310.85
6115,Man,essence,Tanger-Tetouan-AlHoceima,0.1773,39.59,10.32,1.36,0,0
8798,Women,diesel,Casablanca-Settat,0.1775,64.35,6.93,30.05,1,1184.88
5759,Women,diesel,Marrakech-Safi,0.2529,53.81,11.39,8.16,0,0
758,Women,essence,Draa-Tafilalet,0.0589,27.95,18.49,6.36,0,0
7957,Man,diesel,Casablanca-Settat,0.4995,53.2,11.55,19.09,2,5017.23
7950,Women,essence,Marrakech-Safi,0.1908,26.62,14.55,5.29,1,2240.73
7091,Man,essence,Marrakech-Safi,0.2594,32.35,17.48,13.01,0,0
278,Man,essence,Marrakech-Safi,0.8977,55.42,5,36.2,0,0
6739,Man,diesel,Marrakech-Safi,0.8338,24.03,9.03,2.29,0,0
7219,Man,diesel,Tanger-Tetouan-AlHoceima,0.8693,29.87,10.51,10.23,3,7827.34
4583,Women,essence,Marrakech-Safi,0.3737,45.89,12.06,15.49,0,0
367,Women,essence,Marrakech-Safi,0.0486,41.87,5.45,18.78,0,0
9760,Man,diesel,Marrakech-Safi,0.0104,30.89,5.15,7.86,0,0
8090,Man,essence,Marrakech-Safi,0.1637,20.89,19.28,0.99,0,0
7806,Women,diesel,Casablanca-Settat,0.069,44.39,9.11,1.46,1,1218.62
6456,Women,diesel,Casablanca-Settat,0.5099,32.79,4.94,1.34,1,1607.25
9253,Women,diesel,Casablanca-Settat,0.2845,26.97,10.02,5.77,0,0
1395,Man,essence,Tanger-Tetouan-AlHoceima,0.5518,33.22,9.59,4.51,1,1636.97
4639,Women,diesel,Marrakech-Safi,0.9205,38.24,15.82,1.83,3,5496.33
8000,Women,diesel,Casablanca-Settat,0.045,62.76,7.48,10.77,0,0
999,Women,diesel,Tanger-Tetouan-AlHoceima,0.9806,41.43,5.71,16.48,1,1563.21
8769,Man,diesel,Draa-Tafilalet,0.8372,23.54,11.5,1.35,3,14141.15
1612,Women,diesel,Casablanca-Settat,0.9073,68.13,8.13,12.31,0,0
3312,Man,diesel,Tanger-Tetouan-AlHoceima,0.1305,44.03,15.37,10.61,0,0
8021,Women,essence,Oriental,0.6507,40.83,4.36,8.68,1,1930.61
4032,Man,diesel,Marrakech-Safi,0.0629,20.94,13.06,2.86,0,0
1653,Women,diesel,Casablanca-Settat,0.5872,32.02,5.31,0.17,1,801.37
921,Man,essence,Casablanca-Settat,0.121,67.3,7.61,44.61,0,0
162,Women,diesel,Casablanca-Settat,0.5571,22.98,12.69,0.34,1,2039.46
5519,Women,diesel,Tanger-Tetouan-AlHoceima,0.2384,27.55,13.07,4.32,0,0
9734,Man,diesel,BeniMellal-Khenifra,0.8273,63.4,9.83,30.75,1,3518.68
3316,Man,diesel,Marrakech-Safi,0.8057,26.57,6.21,3.25,1,5067.58
1214,Man,diesel,Marrakech-Safi,0.4031,40.32,14.51,15.81,1,1143.1
7937,Women,diesel,Casablanca-Settat,0.4224,67.97,1.76,39.18,0,0
9263,Women,diesel,Tanger-Tetouan-AlHoceima,0.436,54.58,5.95,24.99,0,0
3074,Women,essence,Marrakech-Safi,0.3877,50.26,8.7,28.13,1,2856.77
3569,Man,diesel,Oriental,0.9096,41.16,11.2,18.43,1,2812.51
9853,Man,diesel,Marrakech-Safi,0.5257,35.44,4.31,0.18,2,5884.23
7233,Women,diesel,Tanger-Tetouan-AlHoceima,0.8769,26.99,7.42,1.64,0,0
580,Man,essence,Marrakech-Safi,0.0451,31.25,19.74,12.13,1,2306.76
7600,Women,essence,Tanger-Tetouan-AlHoceima,0.8734,58.58,20.07,36.31,0,0
2824,Women,essence,Tanger-Tetouan-AlHoceima,0.9642,53.22,4.59,4.38,1,2592.99
7933,Women,essence,BeniMellal-Khenifra,0.8674,42.34,15.28,7.91,1,348.03
9815,Women,essence,Tanger-Tetouan-AlHoceima,0.2702,48.87,2.36,13.81,1,1122.21
8043,Women,essence,Marrakech-Safi,0.1951,38.31,12.76,18.21,0,0
6072,Man,diesel,BeniMellal-Khenifra,0.3015,55.93,11.22,14.39,0,0
9564,Women,essence,Casablanca-Settat,0.8677,28.2,15.49,8.49,0,0
1207,Women,essence,Marrakech-Safi,0.3299,44.25,5.91,9.23,1,2030.28
2314,Man,essence,Casablanca-Settat,0.8301,68.75,18.61,19.98,1,2357.08
7667,Women,diesel,Tanger-Tetouan-AlHoceima,0.2453,63.09,10.24,28.12,2,1930.08
9529,Man,diesel,Tanger-Tetouan-AlHoceima,0.0796,31.78,12.3,5.33,0,0
6790,Women,diesel,Casablanca-Settat,0.2097,34.25,21.01,15.87,0,0
2022,Women,essence,Oriental,0.2412,36.1,10.67,2.7,0,0
3152,Women,essence,Marrakech-Safi,0.5777,21.04,20.06,0.19,1,2303.31
7174,Man,diesel,Tanger-Tetouan-AlHoceima,0.1489,28.02,4.88,8.4,0,0
1122,Man,essence,Casablanca-Settat,0.4463,56.41,8.65,1.59,2,4569
3802,Man,essence,Marrakech-Safi,0.975,32.22,17.74,12.61,2,4231.2
9794,Man,diesel,Casablanca-Settat,0.7401,42.04,13.36,9.8,1,5328.8
2831,Women,essence,Casablanca-Settat,0.1145,31.72,9.21,4.19,0,0
9952,Women,essence,Tanger-Tetouan-AlHoceima,0.6167,48.8,18.61,26.79,1,1283.57
7429,Women,diesel,Marrakech-Safi,0.8374,57.73,13.98,28.5,2,5314.86
9162,Women,essence,Tanger-Tetouan-AlHoceima,0.3062,20.92,17.09,0.02,1,1648.91
5632,Man,essence,Tanger-Tetouan-AlHoceima,0.0488,44.67,12.68,26.46,1,2958.07
8764,Women,diesel,Marrakech-Safi,0.5555,37.89,15.9,7.56,0,0
8216,Man,essence,Tanger-Tetouan-AlHoceima,0.5938,28.21,17.74,3.97,0,0
4271,Women,diesel,Tanger-Tetouan-AlHoceima,0.9495,47.71,19.1,5.1,2,3334.57
8549,Man,essence,Casablanca-Settat,0.9922,55.48,12.03,22.56,1,2303.27
858,Women,diesel,Marrakech-Safi,0.2304,68.38,15.67,26.74,0,0
1687,Women,diesel,Guelmim,0.7474,56.81,18.16,18.83,1,5377.65
4518,Women,essence,Tanger-Tetouan-AlHoceima,0.9957,56.88,7.03,36.03,2,3761.31
573,Man,essence,Casablanca-Settat,0.4226,47.53,17,26.48,0,0
122,Women,essence,Rabat-Sale-Kenitra,0.2337,33.71,15.97,10.49,0,0
1628,Women,diesel,Tanger-Tetouan-AlHoceima,0.7265,71.56,16.36,47.81,1,896.44
6577,Women,diesel,Dakhla-OuedEddahab,0.5563,48.88,15.77,14.94,0,0
5320,Women,diesel,Tanger-Tetouan-AlHoceima,0.1798,68.34,18.85,48.14,0,0
1602,Women,essence,Marrakech-Safi,0.411,44.69,2.9,3.14,2,3897.45
1831,Man,diesel,Casablanca-Settat,0.4113,53.15,19.27,6.6,0,0
4348,Man,diesel,Marrakech-Safi,0.9594,20.44,6.91,2.14,1,1590.17
2970,Man,diesel,Tanger-Tetouan-AlHoceima,0.1807,40.09,1.62,10,0,0
2916,Women,essence,Casablanca-Settat,0.8553,45.03,6.7,9.7,1,2389.62
8365,Women,diesel,Marrakech-Safi,0.6994,29.86,5.84,0.7,3,4584.69
7651,Women,diesel,Casablanca-Settat,0.414,26.95,7.61,2.93,0,0
5270,Women,essence,Casablanca-Settat,0.749,31.64,1.16,7.5,0,0
6296,Man,diesel,Marrakech-Safi,0.8093,50.44,12.92,26.24,0,0
6695,Man,diesel,Casablanca-Settat,0.0349,34.49,15.43,6.77,0,0
6895,Women,essence,Tanger-Tetouan-AlHoceima,0.515,31.28,2.41,10.61,1,1061.04
3823,Man,essence,Rabat-Sale-Kenitra,0.004,29.85,20.63,7.69,0,0
8261,Man,diesel,Marrakech-Safi,0.2456,31.13,8.64,3.38,0,0
7531,Women,diesel,Tanger-Tetouan-AlHoceima,0.4041,20.44,9.5,1.64,0,0
8836,Man,diesel,Laayoune-SakiaElHamra,0.6463,30.28,5.2,3.08,3,9089.79
8210,Man,diesel,Laayoune-SakiaElHamra,0.2868,27.7,14.31,0.67,2,10241.17
3577,Man,essence,Fes-Meknes,0.7819,56.31,13.56,13.38,2,7701.6
5085,Man,essence,Marrakech-Safi,0.0666,61.25,15.64,14.39,0,0
3355,Man,diesel,BeniMellal-Khenifra,0.0655,50.69,4.73,27.86,0,0
474,Women,essence,Marrakech-Safi,0.9198,69.83,18.68,42.48,1,1741.8
9997,Man,essence,Tanger-Tetouan-AlHoceima,0.7302,61.82,19.65,39.17,1,5103.52
1271,Women,diesel,Casablanca-Settat,0.3827,37.18,7.66,0.93,0,0
2492,Women,essence,Casablanca-Settat,0.0857,49.81,18.16,6.97,0,0
477,Man,essence,Casablanca-Settat,0.9553,33.04,21.32,3.5,4,6130.12
8388,Man,diesel,Tanger-Tetouan-AlHoceima,0.7651,62.96,3.13,0.86,3,6979.21
22,Man,essence,Marrakech-Safi,0.2664,23.38,10.03,3.92,1,2116.28
3317,Man,diesel,Casablanca-Settat,0.5892,66.97,18.04,36.71,2,4212.44
4943,Women,essence,Tanger-Tetouan-AlHoceima,0.1904,46.57,9.32,14.83,0,0
8857,Women,essence,Marrakech-Safi,0.9311,60.6,18.55,37.75,0,0
5131,Women,essence,Tanger-Tetouan-AlHoceima,0.4509,67.18,13.38,22.66,2,5502.46
5589,Man,essence,Marrakech-Safi,0.4764,42.25,8.53,17.31,1,1645.86
4612,Man,diesel,Marrakech-Safi,0.7325,31.78,3.92,10.49,1,2134.74
8355,Women,diesel,Fes-Meknes,0.459,55.38,10.66,19.6,0,0
5548,Women,diesel,Casablanca-Settat,0.0622,41.56,7.47,10.29,0,0
674,Women,diesel,Tanger-Tetouan-AlHoceima,0.882,21.87,20.21,2.16,3,4087.01
769,Man,diesel,Casablanca-Settat,0.2075,52.97,16.91,18.1,0,0
5829,Women,diesel,Tanger-Tetouan-AlHoceima,0.6154,58.08,5.77,14.44,1,2737.52
4858,Women,diesel,BeniMellal-Khenifra,0.6222,28.04,20,3.84,1,1259.05
2408,Women,diesel,Casablanca-Settat,0.4651,66.82,11.84,0.03,0,0
3627,Women,diesel,Casablanca-Settat,0.9528,22.83,3.12,3.83,4,5484.93
6820,Man,diesel,Tanger-Tetouan-AlHoceima,0.4328,38.78,20.4,13.8,0,0
9668,Man,diesel,Tanger-Tetouan-AlHoceima,0.0683,48.01,18.63,4.38,1,2382.21
2026,Women,essence,Casablanca-Settat,0.776,24,16.72,5.08,0,0
7464,Women,diesel,Marrakech-Safi,0.4197,47.62,9.24,23.1,2,3356.57
6734,Man,essence,Casablanca-Settat,0.1281,39.64,13.46,0.08,0,0
3044,Man,essence,Marrakech-Safi,0.8795,23.62,12.53,2.06,0,0
407,Women,essence,Casablanca-Settat,0.4187,65.51,8.88,24.48,0,0
1643,Women,essence,Marrakech-Safi,0.1452,28.43,8.71,8.79,1,2144.59
1400,Women,essence,Casablanca-Settat,0.6168,49.97,15.14,26.05,0,0
1125,Man,diesel,Draa-Tafilalet,0.0125,42.97,10.19,9.67,0,0
5349,Man,essence,Tanger-Tetouan-AlHoceima,0.1514,34.55,14.63,16.28,1,2453
5101,Women,essence,Marrakech-Safi,0.2964,30.35,7.97,11.1,0,0
4711,Women,essence,Tanger-Tetouan-AlHoceima,0.0456,54.89,3.07,25.31,0,0
3726,Man,essence,Marrakech-Safi,0.3107,50.64,12.82,32.31,2,9270.52
2725,Man,diesel,Tanger-Tetouan-AlHoceima,0.0351,66.49,13.2,7.02,0,0
6718,Women,essence,Tanger-Tetouan-AlHoceima,0.4945,40.54,17.52,19.99,2,3669.92
6742,Women,essence,Casablanca-Settat,0.4604,62.51,10.39,23.54,1,792.04
6343,Women,diesel,Tanger-Tetouan-AlHoceima,0.348,57.05,12.74,38.31,0,0
1675,Women,diesel,Casablanca-Settat,0.905,25.37,16.6,1.78,0,0
8108,Women,diesel,Casablanca-Settat,0.9406,41.13,18.49,20.23,0,0
8723,Man,diesel,Casablanca-Settat,0.1954,30.35,9.92,3.45,0,0
4954,Women,essence,Casablanca-Settat,0.965,26.71,4.32,5.64,2,1669.78
2879,Women,diesel,Tanger-Tetouan-AlHoceima,0.2239,24.33,10.86,0.98,1,2038.73
5414,Man,essence,Marrakech-Safi,0.3612,49.14,10.98,9.87,0,0
5165,Man,diesel,Marrakech-Safi,0.3781,67.92,10.12,18.14,0,0
6309,Women,diesel,Casablanca-Settat,0.1697,48.92,9.27,25.03,0,0
7244,Women,diesel,Casablanca-Settat,0.9017,55.45,13,4.28,2,1948.82
7635,Man,diesel,Casablanca-Settat,0.9819,35.77,9.6,6.61,1,3323.2
5278,Man,essence,Casablanca-Settat,0.6916,58.6,3.55,18.09,0,0
5873,Women,essence,Tanger-Tetouan-AlHoceima,0.9992,62.78,17.59,6.48,2,3582.86
4072,Man,diesel,Tanger-Tetouan-AlHoceima,0.8279,52.13,20.54,16.08,0,0
3599,Women,diesel,Casablanca-Settat,0.0921,57.86,12.15,33.45,0,0
5137,Women,essence,Draa-Tafilalet,0.2871,20.16,17.31,0.87,0,0
6909,Women,essence,Marrakech-Safi,0.1887,41.61,7.43,12.15,0,0
581,Women,diesel,Tanger-Tetouan-AlHoceima,0.7227,21.77,9.51,1.35,1,875.74
4262,Man,essence,Dakhla-OuedEddahab,0.12,29.25,7.29,8.39,0,0
4931,Women,diesel,Fes-Meknes,0.9691,39.96,18.01,1.49,1,1904.03
23,Women,diesel,BeniMellal-Khenifra,0.5177,42.82,5.68,20.59,1,828.07
7953,Women,diesel,Marrakech-Safi,0.3723,39.96,20.64,15.19,1,2350.73
841,Man,diesel,Marrakech-Safi,0.7784,38.13,19.01,7.69,2,5393.8
6236,Women,essence,Tanger-Tetouan-AlHoceima,0.3489,22.85,12.5,0.59,1,897.82
5702,Women,diesel,Casablanca-Settat,0.4823,26.01,16.28,1.52,0,0
8694,Women,essence,Tanger-Tetouan-AlHoceima,0.5008,32.11,22.83,3.09,0,0
1082,Man,essence,Casablanca-Settat,0.9791,27.44,18.14,6.67,0,0
1732,Man,essence,Casablanca-Settat,0.7092,39.5,17.8,5.11,1,2378.6
5765,Man,essence,Dakhla-OuedEddahab,0.011,31.68,9.58,9.94,0,0
4546,Man,diesel,Dakhla-OuedEddahab,0.4495,64.19,15.78,13.4,1,2692.2
3968,Man,diesel,Casablanca-Settat,0.7923,24.7,11.72,2.84,1,3426.85
7481,Man,diesel,Dakhla-OuedEddahab,0.669,50.18,16.07,24.63,1,2263.71
9756,Man,diesel,Casablanca-Settat,0.9189,35.79,6.38,15.07,3,5476.62
3582,Women,diesel,Tanger-Tetouan-AlHoceima,0.4422,58.79,17.95,24.85,1,1865.73
6001,Women,diesel,Casablanca-Settat,0.9212,67.67,7.16,31,3,3961.5
415,Man,essence,Tanger-Tetouan-AlHoceima,0.1683,30.75,17.79,8.32,1,1967.19
4931,Man,essence,Casablanca-Settat,0.2758,40.76,3.26,17.86,0,0
7649,Women,essence,Guelmim,0.3634,31.86,11.25,13.57,0,0
9792,Women,essence,Tanger-Tetouan-AlHoceima,0.0885,64.1,22.73,26.18,0,0
4091,Man,diesel,Casablanca-Settat,0.5743,36.67,14.73,10.88,1,2457.89
7865,Man,diesel,Tanger-Tetouan-AlHoceima,0.4562,47.61,5.1,12.2,1,1522.87
4514,Man,essence,Tanger-Tetouan-AlHoceima,0.6681,40.58,10.98,19.36,0,0
1557,Women,essence,Souss-Massa,0.2287,29.48,9.71,4.01,0,0
8871,Women,diesel,Casablanca-Settat,0.4463,50.26,8.73,14.23,0,0
4473,Women,diesel,Casablanca-Settat,0.3043,47.33,9.82,6.65,2,3964.68
7792,Women,diesel,Rabat-Sale-Kenitra,0.4061,22.74,5.92,4.42,0,0
8306,Man,diesel,Tanger-Tetouan-AlHoceima,0.9197,40.74,17.96,12.45,0,0
7465,Man,essence,Casablanca-Settat,0.4595,45.11,4.35,24.98,0,0
51,Man,essence,Marrakech-Safi,0.7213,46.55,16.34,27.71,1,905.65
7006,Man,essence,Marrakech-Safi,0.8299,47.95,22.43,10.44,0,0
4988,Women,diesel,Marrakech-Safi,0.4515,53.54,7.21,16.57,0,0
2621,Women,essence,Fes-Meknes,0.2881,20.62,17.44,1.33,0,0
7471,Man,diesel,Casablanca-Settat,0.6344,65.6,16.83,42.3,1,3970.07
3737,Man,essence,Tanger-Tetouan-AlHoceima,0.3641,63.27,19.8,26.75,0,0
8221,Women,diesel,Rabat-Sale-Kenitra,0.0275,68.32,14.65,28.66,0,0
4909,Women,essence,Casablanca-Settat,0.1018,52.02,15.72,10.25,0,0
108,Women,diesel,Oriental,0.8077,39.35,5.71,10.56,2,1986.78
798,Man,diesel,Marrakech-Safi,0.2301,43.14,3.58,15.44,0,0
3325,Women,diesel,Laayoune-SakiaElHamra,0.4097,59.89,16.75,38.93,0,0
2143,Women,diesel,Draa-Tafilalet,0.0735,66.92,6.34,23.1,0,0
9425,Women,essence,Marrakech-Safi,0.51,68.59,3.15,35.04,0,0
2518,Man,essence,Casablanca-Settat,0.4771,39.61,18.43,6.34,0,0
5367,Women,diesel,Oriental,0.494,61.91,8.65,11.92,3,6090.33
5597,Women,diesel,Tanger-Tetouan-AlHoceima,0.5667,33.24,5.34,14.18,0,0
2446,Women,essence,Laayoune-SakiaElHamra,0.4914,48.24,17.57,11.2,0,0
2839,Women,essence,Draa-Tafilalet,0.0754,41.37,9.89,1.46,0,0
4804,Women,essence,Casablanca-Settat,0.0507,53.52,4.23,27.28,0,0
4664,Man,diesel,BeniMellal-Khenifra,0.8725,66.41,15.21,34.82,1,3752.33
485,Women,essence,Casablanca-Settat,0.1225,48.86,16.36,14.64,0,0
1566,Women,diesel,Marrakech-Safi,0.421,55.11,13.87,18.71,0,0
9582,Women,diesel,Marrakech-Safi,0.1215,42.9,4.3,15.61,0,0
4247,Man,diesel,Casablanca-Settat,0.3517,52.94,6.12,21.36,0,0
4423,Women,essence,Casablanca-Settat,0.2859,70.23,14.32,11.36,1,1662.11
4135,Women,essence,Tanger-Tetouan-AlHoceima,0.1328,32.38,10.11,2.46,0,0
4239,Man,essence,Casablanca-Settat,0.9877,55.46,6.22,10.17,2,8165.05
755,Women,essence,Marrakech-Safi,0.3981,45.95,5.99,16.53,1,2792.24
3562,Man,diesel,Tanger-Tetouan-AlHoceima,0.8057,58.64,12.23,27.21,1,2932.8
4603,Women,essence,Tanger-Tetouan-AlHoceima,0.3749,21.85,5.91,3.5,0,0
9993,Man,essence,Casablanca-Settat,0.369,41.26,7.24,3.28,1,4069.03
2534,Women,essence,Tanger-Tetouan-AlHoceima,0.3281,70.95,4.13,21.97,0,0
4613,Women,diesel,Tanger-Tetouan-AlHoceima,0.1248,59.97,13.33,32.33,0,0
2422,Women,essence,Oriental,0.7847,41.15,1.11,2.31,0,0
393,Man,diesel,Casablanca-Settat,0.8608,33.42,7.46,11.55,1,3491.58
1299,Man,diesel,Marrakech-Safi,0.3656,24.73,3.84,5.51,2,5095.15
5488,Women,essence,Casablanca-Settat,0.8163,64.95,21.28,34.23,0,0
28,Women,diesel,Tanger-Tetouan-AlHoceima,0.5812,38.58,17.08,7.19,0,0
869,Man,diesel,Casablanca-Settat,0.2863,51.87,16.22,22.38,0,0
7252,Man,diesel,Marrakech-Safi,0.8269,29.94,11.27,8.92,2,6392.44
222,Women,diesel,Oriental,0.8567,28.99,8.87,0.53,1,1170.07
2079,Man,essence,Casablanca-Settat,0.2087,40.27,6.55,2.22,1,1070.45
7518,Women,essence,Tanger-Tetouan-AlHoceima,0.6971,40.96,7.39,5.29,1,1935.42
1082,Women,essence,Casablanca-Settat,0.5674,22.4,11.98,1.43,0,0
2867,Man,essence,Casablanca-Settat,0.2566,56.56,9.27,7.68,0,0
3835,Man,diesel,Casablanca-Settat,0.0922,68.83,12.81,12.6,0,0
4584,Women,diesel,Tanger-Tetouan-AlHoceima,0.4476,50.49,21.1,6.7,0,0
9711,Women,essence,Tanger-Tetouan-AlHoceima,0.9042,36.24,8.09,5.51,3,8737.39
9381,Women,essence,Marrakech-Safi,0.6305,42.82,14.22,5.71,0,0
152,Man,essence,Marrakech-Safi,0.4365,55.68,11.79,2.81,0,0
9186,Women,essence,Draa-Tafilalet,0.5692,27.73,12.69,7.01,1,277.95
7435,Man,essence,Casablanca-Settat,0.5437,21.14,17.75,0.54,1,1803.38
7553,Women,essence,Tanger-Tetouan-AlHoceima,0.9697,57.78,17.99,30.55,0,0
1340,Women,diesel,Marrakech-Safi,0.3901,46.97,18.73,25.42,1,2139.11
6992,Man,essence,Tanger-Tetouan-AlHoceima,0.766,21.82,6.07,1.52,0,0
6188,Women,essence,Casablanca-Settat,0.4788,23.46,17.72,2.37,0,0
7048,Man,essence,Tanger-Tetouan-AlHoceima,0.6355,43.82,2.96,15.72,0,0
9634,Women,diesel,Casablanca-Settat,0.7774,59.54,14.29,25.93,1,1712.62
7740,Women,essence,Marrakech-Safi,0.0945,35.15,19.23,1.54,0,0
2173,Man,essence,BeniMellal-Khenifra,0.6638,55.49,15.71,10.29,2,5913.37
5187,Man,essence,Casablanca-Settat,0.5852,21.66,8.68,2.26,0,0
223,Man,diesel,Souss-Massa,0.4432,60.66,10.65,3.36,0,0
3623,Man,diesel,Casablanca-Settat,0.1155,41.44,8.77,11.96,0,0
8883,Women,essence,Marrakech-Safi,0.0857,54.3,3.93,24.97,1,2563.72
3516,Man,essence,Marrakech-Safi,0.6483,50.34,7.12,7.78,2,5773.62
6486,Women,diesel,Casablanca-Settat,0.5748,42.9,20.87,21.79,0,0
5821,Women,diesel,Tanger-Tetouan-AlHoceima,0.2508,66.49,19.31,18.46,0,0
9621,Women,essence,Tanger-Tetouan-AlHoceima,0.1849,46.38,17.49,0.02,0,0
50,Man,essence,Casablanca-Settat,0.6372,50.01,16.56,14.19,1,3126.53
9147,Man,essence,Casablanca-Settat,0.1308,21.45,14.34,1.6,0,0
3171,Women,diesel,Marrakech-Safi,0.3301,27.54,10.04,8.29,2,3054.58
5350,Man,essence,Casablanca-Settat,0.7143,64.98,17.2,3.86,1,2257.37
8369,Man,essence,Casablanca-Settat,0.4571,50.9,8.7,17.77,1,1127.43
6710,Women,diesel,Fes-Meknes,0.8581,30.61,14.59,9.59,3,6174.07
7083,Women,diesel,BeniMellal-Khenifra,0.5229,50.46,20.34,15.06,1,1685.42
6177,Women,diesel,Casablanca-Settat,0.1496,44.97,20.2,24.58,0,0
3151,Man,essence,Tanger-Tetouan-AlHoceima,0.3884,46.27,13.73,6.11,0,0
6271,Women,essence,Casablanca-Settat,0.8988,36.2,10.56,12.91,0,0
844,Women,diesel,Marrakech-Safi,0.1621,69.02,11.64,49.31,0,0
7769,Women,diesel,Casablanca-Settat,0.7129,30.1,6.78,11.81,0,0
5639,Man,diesel,Marrakech-Safi,0.9998,36.79,20.88,15.59,1,4130.31
5007,Man,essence,Casablanca-Settat,0.5717,30.69,17.03,9.49,2,5025.98
6976,Women,diesel,Casablanca-Settat,0.8121,49.42,8.08,13.69,1,1458.15
3364,Man,diesel,Casablanca-Settat,0.1261,62.79,3.34,19.21,0,0
7050,Women,diesel,Casablanca-Settat,0.3116,52.64,17.65,26.15,1,1636.71
3590,Women,essence,Casablanca-Settat,0.3628,31.21,2.03,9.24,1,4312.09
3665,Man,diesel,Tanger-Tetouan-AlHoceima,0.1792,60.11,10.78,29.37,0,0
4345,Women,diesel,Souss-Massa,0.7905,64.42,19.75,22.64,1,2269.61
9503,Women,essence,Tanger-Tetouan-AlHoceima,0.5798,63.35,17.96,6.45,1,1821.49
6210,Women,essence,Laayoune-SakiaElHamra,0.8327,52.51,16.6,29.49,0,0
4685,Women,essence,Casablanca-Settat,0.2501,35.92,14.05,2.87,0,0
6969,Women,diesel,Rabat-Sale-Kenitra,0.3115,30.9,12.56,11.12,0,0
5313,Women,diesel,Marrakech-Safi,0.3673,31.05,1.34,9.55,0,0
281,Man,essence,Tanger-Tetouan-AlHoceima,0.1131,31.26,15.51,9.77,0,0
6664,Women,diesel,Casablanca-Settat,0.3538,45.03,6.43,24.27,0,0
2763,Women,essence,BeniMellal-Khenifra,0.8164,34.25,10.45,7.25,3,3701.06
6878,Man,essence,Marrakech-Safi,0.3435,65.68,17.85,41.4,0,0
9945,Women,essence,Marrakech-Safi,0.0888,44.01,18.24,15.47,0,0
9634,Man,diesel,Marrakech-Safi,0.7486,51.04,4.55,23.85,1,922.78
9289,Man,essence,Casablanca-Settat,0.0401,70.87,8.53,38.49,0,0
5222,Man,essence,Casablanca-Settat,0.2649,65.92,13.08,23.87,0,0
7053,Women,diesel,Tanger-Tetouan-AlHoceima,0.6765,41.57,6.97,22.42,0,0
459,Women,essence,Casablanca-Settat,0.2417,41.06,10.7,9.77,0,0
3210,Man,diesel,Marrakech-Safi,0.6525,65.27,4.79,47.24,1,2427.25
1457,Women,diesel,Tanger-Tetouan-AlHoceima,0.7121,30.92,17.98,12.5,0,0
6134,Man,essence,Marrakech-Safi,0.6125,69.11,18.85,42.74,1,1595.49
1449,Women,diesel,Marrakech-Safi,0.9789,60.52,13.97,26.36,1,1058.04
5022,Man,essence,Marrakech-Safi,0.609,36.25,6.18,8.15,0,0
4328,Women,essence,Casablanca-Settat,0.9674,50.5,10.85,1.64,1,1224.29
7026,Man,diesel,Marrakech-Safi,0.3081,23.02,2.89,4.3,0,0
3627,Women,essence,Casablanca-Settat,0.2568,59.55,11.04,1.76,1,1608.92
7597,Man,essence,Casablanca-Settat,0.0153,58.04,7.29,5.36,0,0
7302,Women,essence,Tanger-Tetouan-AlHoceima,0.8676,31.44,10.4,13.39,1,3006.94
728,Women,essence,Oriental,0.7352,49.88,20.18,13.14,0,0
2323,Women,diesel,Marrakech-Safi,0.7533,50.98,10.41,30.87,1,981.88
2575,Women,diesel,Marrakech-Safi,0.6375,69.25,11.49,39.84,2,1735.5
3203,Man,essence,Marrakech-Safi,0.6023,53.65,8.56,10.86,0,0
3513,Man,diesel,Casablanca-Settat,0.8373,22.69,11.82,1.29,1,2209.38
8085,Man,essence,Tanger-Tetouan-AlHoceima,0.6821,42.38,10.33,12.67,0,0
